	highly_variable
ENSG00000075151	False
ENSG00000075188	False
ENSG00000075213	True
ENSG00000075218	False
ENSG00000075223	True
ENSG00000075234	False
ENSG00000075239	True
ENSG00000075240	False
ENSG00000075275	True
ENSG00000075290	False
ENSG00000075292	False
ENSG00000075303	False
ENSG00000075336	False
ENSG00000075340	True
ENSG00000075388	True
ENSG00000075391	False
ENSG00000075399	False
ENSG00000075407	False
ENSG00000075413	False
ENSG00000075415	False
ENSG00000075420	True
ENSG00000075426	True
ENSG00000075429	False
ENSG00000075461	True
ENSG00000075539	False
ENSG00000075568	False
ENSG00000075618	True
ENSG00000075624	False
ENSG00000075643	True
ENSG00000075651	True
ENSG00000075673	False
ENSG00000075702	True
ENSG00000075711	False
ENSG00000075785	False
ENSG00000075790	True
ENSG00000075826	False
ENSG00000075856	False
ENSG00000075884	False
ENSG00000075886	False
ENSG00000075891	True
ENSG00000075914	False
ENSG00000075945	False
ENSG00000075975	False
ENSG00000076003	False
ENSG00000076043	False
ENSG00000076053	False
ENSG00000076067	True
ENSG00000076108	False
ENSG00000076201	False
ENSG00000076242	True
ENSG00000076248	False
ENSG00000076258	False
ENSG00000076321	False
ENSG00000076344	False
ENSG00000076351	False
ENSG00000076356	True
ENSG00000076382	False
ENSG00000076513	False
ENSG00000076554	True
ENSG00000076555	False
ENSG00000076604	False
ENSG00000076641	False
ENSG00000076650	False
ENSG00000076662	False
ENSG00000076685	False
ENSG00000076706	True
ENSG00000076716	True
ENSG00000076770	False
ENSG00000076826	True
ENSG00000076864	False
ENSG00000076924	False
ENSG00000076928	False
ENSG00000076944	True
ENSG00000076984	False
ENSG00000077009	True
ENSG00000077044	True
ENSG00000077063	False
ENSG00000077080	False
ENSG00000077092	False
ENSG00000077097	False
ENSG00000077147	False
ENSG00000077150	True
ENSG00000077152	False
ENSG00000077157	False
ENSG00000077232	False
ENSG00000077235	False
ENSG00000077238	True
ENSG00000077254	False
ENSG00000077264	False
ENSG00000077274	False
ENSG00000077279	False
ENSG00000077312	False
ENSG00000077327	False
ENSG00000077348	False
ENSG00000077380	False
ENSG00000077420	True
ENSG00000077454	False
ENSG00000077458	False
ENSG00000077463	False
ENSG00000077498	False
ENSG00000077514	False
ENSG00000077522	False
ENSG00000077549	False
ENSG00000077585	True
ENSG00000077616	False
ENSG00000077684	False
ENSG00000077713	True
ENSG00000077721	False
ENSG00000077782	True
ENSG00000077800	False
ENSG00000077935	False
ENSG00000077942	True
ENSG00000077943	True
ENSG00000077984	False
ENSG00000078018	True
ENSG00000078043	False
ENSG00000078053	True
ENSG00000078061	False
ENSG00000078070	False
ENSG00000078081	False
ENSG00000078098	True
ENSG00000078114	True
ENSG00000078124	False
ENSG00000078140	False
ENSG00000078142	False
ENSG00000078177	False
ENSG00000078237	False
ENSG00000078246	False
ENSG00000078269	True
ENSG00000078295	True
ENSG00000078304	False
ENSG00000078328	False
ENSG00000078369	True
ENSG00000078399	True
ENSG00000078401	True
ENSG00000078403	False
ENSG00000078487	False
ENSG00000078549	False
ENSG00000078579	True
ENSG00000078589	False
ENSG00000078596	False
ENSG00000078618	False
ENSG00000078668	False
ENSG00000078674	False
ENSG00000078687	False
ENSG00000078699	False
ENSG00000078725	True
ENSG00000078747	False
ENSG00000078795	False
ENSG00000078804	False
ENSG00000078808	False
ENSG00000078814	False
ENSG00000078898	True
ENSG00000078900	False
ENSG00000078902	False
ENSG00000078967	False
ENSG00000079101	False
ENSG00000079102	False
ENSG00000079112	True
ENSG00000079134	False
ENSG00000079150	True
ENSG00000079156	False
ENSG00000079215	True
ENSG00000079246	False
ENSG00000079257	True
ENSG00000079263	False
ENSG00000079277	False
ENSG00000079308	False
ENSG00000079313	False
ENSG00000079332	False
ENSG00000079335	False
ENSG00000079337	False
ENSG00000079385	False
ENSG00000079387	False
ENSG00000079393	False
ENSG00000079432	False
ENSG00000079435	False
ENSG00000079459	True
ENSG00000079462	False
ENSG00000079482	False
ENSG00000079557	True
ENSG00000079616	False
ENSG00000079689	False
ENSG00000079691	True
ENSG00000079739	True
ENSG00000079785	False
ENSG00000079805	False
ENSG00000079819	True
ENSG00000079841	False
ENSG00000079931	True
ENSG00000079950	False
ENSG00000079974	False
ENSG00000079999	False
ENSG00000080007	True
ENSG00000080031	False
ENSG00000080166	False
ENSG00000080189	False
ENSG00000080200	False
ENSG00000080224	False
ENSG00000080293	True
ENSG00000080298	False
ENSG00000080345	False
ENSG00000080371	False
ENSG00000080493	False
ENSG00000080503	True
ENSG00000080511	True
ENSG00000080546	False
ENSG00000080561	True
ENSG00000080572	False
ENSG00000080573	False
ENSG00000080603	True
ENSG00000080608	False
ENSG00000080618	False
ENSG00000080644	False
ENSG00000080709	False
ENSG00000080802	False
ENSG00000080815	False
ENSG00000080819	False
ENSG00000080822	False
ENSG00000080823	True
ENSG00000080824	True
ENSG00000080839	False
ENSG00000080845	False
ENSG00000080854	False
ENSG00000080910	True
ENSG00000080986	False
ENSG00000081014	False
ENSG00000081019	False
ENSG00000081026	False
ENSG00000081041	True
ENSG00000081051	False
ENSG00000081052	False
ENSG00000081059	True
ENSG00000081087	True
ENSG00000081138	True
ENSG00000081148	False
ENSG00000081154	False
ENSG00000081177	False
ENSG00000081181	False
ENSG00000081189	False
ENSG00000081237	False
ENSG00000081248	False
ENSG00000081277	True
ENSG00000081307	False
ENSG00000081320	False
ENSG00000081377	False
ENSG00000081386	False
ENSG00000081479	False
ENSG00000081665	False
ENSG00000081692	False
ENSG00000081721	False
ENSG00000081760	False
ENSG00000081791	False
ENSG00000081800	False
ENSG00000081803	True
ENSG00000081818	False
ENSG00000081842	True
ENSG00000081853	False
ENSG00000081870	False
ENSG00000081923	True
ENSG00000081985	False
ENSG00000082014	True
ENSG00000082068	False
ENSG00000082074	False
ENSG00000082126	True
ENSG00000082146	False
ENSG00000082153	False
ENSG00000082175	False
ENSG00000082196	False
ENSG00000082212	True
ENSG00000082213	False
ENSG00000082258	False
ENSG00000082269	False
ENSG00000082293	True
ENSG00000082397	True
ENSG00000082438	True
ENSG00000082458	True
ENSG00000082482	False
ENSG00000082497	True
ENSG00000082512	True
ENSG00000082515	False
ENSG00000082516	False
ENSG00000082556	False
ENSG00000082641	False
ENSG00000082684	True
ENSG00000082701	False
ENSG00000082781	True
ENSG00000082805	True
ENSG00000082898	False
ENSG00000082996	False
ENSG00000083067	True
ENSG00000083093	False
ENSG00000083097	False
ENSG00000083099	False
ENSG00000083123	False
ENSG00000083168	False
ENSG00000083223	False
ENSG00000083307	True
ENSG00000083312	False
ENSG00000083444	True
ENSG00000083454	True
ENSG00000083457	False
ENSG00000083520	False
ENSG00000083535	False
ENSG00000083544	False
ENSG00000083635	False
ENSG00000083642	False
ENSG00000083720	True
ENSG00000083750	True
ENSG00000083782	True
ENSG00000083799	False
ENSG00000083807	True
ENSG00000083812	False
ENSG00000083814	False
ENSG00000083817	False
ENSG00000083828	False
ENSG00000083838	False
ENSG00000083844	False
ENSG00000083845	False
ENSG00000083857	True
ENSG00000083896	False
ENSG00000083937	True
ENSG00000084070	False
ENSG00000084072	False
ENSG00000084073	False
ENSG00000084090	False
ENSG00000084092	False
ENSG00000084093	False
ENSG00000084110	False
ENSG00000084112	False
ENSG00000084207	True
ENSG00000084234	True
ENSG00000084444	False
ENSG00000084453	False
ENSG00000084463	False
ENSG00000084623	False
ENSG00000084628	False
ENSG00000084636	True
ENSG00000084652	False
ENSG00000084674	True
ENSG00000084676	False
ENSG00000084693	False
ENSG00000084710	False
ENSG00000084731	True
ENSG00000084733	False
ENSG00000084734	False
ENSG00000084754	False
ENSG00000084764	True
ENSG00000084774	False
ENSG00000085063	True
ENSG00000085117	True
ENSG00000085185	False
ENSG00000085224	False
ENSG00000085231	False
ENSG00000085265	False
ENSG00000085274	False
ENSG00000085276	True
ENSG00000085365	False
ENSG00000085377	False
ENSG00000085382	False
ENSG00000085415	False
ENSG00000085433	False
ENSG00000085449	False
ENSG00000085465	False
ENSG00000085491	True
ENSG00000085511	False
ENSG00000085514	False
ENSG00000085552	True
ENSG00000085563	False
ENSG00000085644	False
ENSG00000085662	True
ENSG00000085719	False
ENSG00000085721	False
ENSG00000085733	False
ENSG00000085741	False
ENSG00000085760	False
ENSG00000085788	False
ENSG00000085831	False
ENSG00000085832	False
ENSG00000085840	False
ENSG00000085871	True
ENSG00000085872	False
ENSG00000085978	False
ENSG00000085982	True
ENSG00000085998	False
ENSG00000085999	False
ENSG00000086015	False
ENSG00000086061	False
ENSG00000086062	True
ENSG00000086065	False
ENSG00000086102	False
ENSG00000086159	False
ENSG00000086189	False
ENSG00000086200	False
ENSG00000086205	False
ENSG00000086232	False
ENSG00000086288	True
ENSG00000086289	True
ENSG00000086300	True
ENSG00000086475	False
ENSG00000086504	False
ENSG00000086506	True
ENSG00000086544	False
ENSG00000086548	True
ENSG00000086570	False
ENSG00000086589	False
ENSG00000086598	False
ENSG00000086619	False
ENSG00000086666	False
ENSG00000086696	False
ENSG00000086712	False
ENSG00000086717	False
ENSG00000086730	False
ENSG00000086758	False
ENSG00000086827	False
ENSG00000086848	False
ENSG00000086967	False
ENSG00000086991	True
ENSG00000087008	False
ENSG00000087053	True
ENSG00000087074	True
ENSG00000087076	False
ENSG00000087077	True
ENSG00000087085	False
ENSG00000087086	True
ENSG00000087087	False
ENSG00000087088	False
ENSG00000087095	False
ENSG00000087111	False
ENSG00000087116	True
ENSG00000087128	True
ENSG00000087152	False
ENSG00000087157	False
ENSG00000087191	False
ENSG00000087206	False
ENSG00000087237	False
ENSG00000087245	True
ENSG00000087250	True
ENSG00000087253	True
ENSG00000087258	False
ENSG00000087263	False
ENSG00000087266	True
ENSG00000087269	False
ENSG00000087274	False
ENSG00000087299	False
ENSG00000087301	False
ENSG00000087302	False
ENSG00000087303	False
ENSG00000087338	False
ENSG00000087365	False
ENSG00000087448	False
ENSG00000087460	False
ENSG00000087470	False
ENSG00000087494	True
ENSG00000087495	False
ENSG00000087502	False
ENSG00000087510	True
ENSG00000087586	True
ENSG00000087589	False
ENSG00000087842	True
ENSG00000087884	True
ENSG00000087903	False
ENSG00000087995	False
ENSG00000088002	False
ENSG00000088035	False
ENSG00000088038	False
ENSG00000088053	False
ENSG00000088179	False
ENSG00000088205	False
ENSG00000088247	False
ENSG00000088256	False
ENSG00000088280	True
ENSG00000088298	False
ENSG00000088305	False
ENSG00000088320	True
ENSG00000088325	False
ENSG00000088356	False
ENSG00000088367	True
ENSG00000088386	True
ENSG00000088387	True
ENSG00000088448	True
ENSG00000088451	False
ENSG00000088538	False
ENSG00000088543	False
ENSG00000088682	False
ENSG00000088726	True
ENSG00000088727	False
ENSG00000088756	False
ENSG00000088766	False
ENSG00000088782	False
ENSG00000088808	False
ENSG00000088812	True
ENSG00000088826	True
ENSG00000088827	False
ENSG00000088832	False
ENSG00000088833	False
ENSG00000088836	True
ENSG00000088854	False
ENSG00000088876	False
ENSG00000088881	False
ENSG00000088882	True
ENSG00000088888	False
ENSG00000088899	False
ENSG00000088926	True
ENSG00000088930	False
ENSG00000088970	False
ENSG00000088986	False
ENSG00000088992	True
ENSG00000089006	False
ENSG00000089009	False
ENSG00000089012	False
ENSG00000089022	False
ENSG00000089041	True
ENSG00000089048	False
ENSG00000089050	False
ENSG00000089053	False
ENSG00000089057	True
ENSG00000089060	False
ENSG00000089063	False
ENSG00000089091	False
ENSG00000089094	False
ENSG00000089101	False
ENSG00000089116	False
ENSG00000089123	False
ENSG00000089127	True
ENSG00000089154	False
ENSG00000089157	False
ENSG00000089159	True
ENSG00000089163	False
ENSG00000089169	False
ENSG00000089177	False
ENSG00000089195	False
ENSG00000089199	False
ENSG00000089220	True
ENSG00000089225	True
ENSG00000089234	False
ENSG00000089248	False
ENSG00000089250	True
ENSG00000089280	False
ENSG00000089289	False
ENSG00000089327	True
ENSG00000089335	True
ENSG00000089351	True
ENSG00000089356	True
ENSG00000089472	True
ENSG00000089486	True
ENSG00000089505	False
ENSG00000089558	False
ENSG00000089597	False
ENSG00000089639	False
ENSG00000089682	False
ENSG00000089685	False
ENSG00000089692	False
ENSG00000089693	False
ENSG00000089723	False
ENSG00000089737	False
ENSG00000089775	False
ENSG00000089818	False
ENSG00000089820	False
ENSG00000089847	False
ENSG00000089876	False
ENSG00000089902	False
ENSG00000089916	False
ENSG00000090006	True
ENSG00000090013	True
ENSG00000090020	False
ENSG00000090054	False
ENSG00000090060	False
ENSG00000090061	False
ENSG00000090097	True
ENSG00000090104	False
ENSG00000090238	True
ENSG00000090263	False
ENSG00000090266	False
ENSG00000090273	False
ENSG00000090316	False
ENSG00000090339	True
ENSG00000090372	False
ENSG00000090376	False
ENSG00000090382	False
ENSG00000090402	True
ENSG00000090432	False
ENSG00000090447	False
ENSG00000090470	False
ENSG00000090487	False
ENSG00000090512	False
ENSG00000090520	False
ENSG00000090530	True
ENSG00000090534	False
ENSG00000090539	False
ENSG00000090554	False
ENSG00000090565	True
ENSG00000090581	False
ENSG00000090612	True
ENSG00000090615	False
ENSG00000090621	False
ENSG00000090659	False
ENSG00000090661	True
ENSG00000090674	False
ENSG00000090686	False
ENSG00000090776	True
ENSG00000090857	False
ENSG00000090861	False
ENSG00000090863	False
ENSG00000090889	False
ENSG00000090905	False
ENSG00000090924	True
ENSG00000090932	False
ENSG00000090971	True
ENSG00000090975	False
ENSG00000090989	False
ENSG00000091009	False
ENSG00000091010	False
ENSG00000091039	False
ENSG00000091073	False
ENSG00000091106	False
ENSG00000091127	False
ENSG00000091128	False
ENSG00000091129	True
ENSG00000091136	True
ENSG00000091137	False
ENSG00000091138	True
ENSG00000091140	False
ENSG00000091157	False
ENSG00000091164	False
ENSG00000091181	False
ENSG00000091262	False
ENSG00000091317	False
ENSG00000091409	True
ENSG00000091428	False
ENSG00000091436	True
ENSG00000091482	False
ENSG00000091483	False
ENSG00000091490	True
ENSG00000091513	False
ENSG00000091527	False
ENSG00000091536	False
ENSG00000091542	False
ENSG00000091583	True
ENSG00000091592	True
ENSG00000091622	False
ENSG00000091640	False
ENSG00000091651	False
ENSG00000091656	False
ENSG00000091664	True
ENSG00000091704	False
ENSG00000091732	False
ENSG00000091831	False
ENSG00000091844	False
ENSG00000091879	False
ENSG00000091947	True
ENSG00000091972	True
ENSG00000091986	True
ENSG00000092009	False
ENSG00000092010	False
ENSG00000092020	False
ENSG00000092036	False
ENSG00000092051	False
ENSG00000092054	True
ENSG00000092067	False
ENSG00000092068	True
ENSG00000092094	False
ENSG00000092096	True
ENSG00000092098	False
ENSG00000092108	False
ENSG00000092140	False
ENSG00000092148	False
ENSG00000092199	False
ENSG00000092200	False
ENSG00000092201	False
ENSG00000092203	False
ENSG00000092208	False
ENSG00000092295	False
ENSG00000092330	False
ENSG00000092345	False
ENSG00000092377	True
ENSG00000092421	False
ENSG00000092439	False
ENSG00000092445	False
ENSG00000092470	True
ENSG00000092529	False
ENSG00000092531	False
ENSG00000092607	False
ENSG00000092621	True
ENSG00000092758	True
ENSG00000092820	True
ENSG00000092841	False
ENSG00000092847	False
ENSG00000092850	False
ENSG00000092853	False
ENSG00000092871	False
ENSG00000092929	True
ENSG00000092931	False
ENSG00000092964	True
ENSG00000092969	True
ENSG00000092978	False
ENSG00000093000	False
ENSG00000093009	True
ENSG00000093010	True
ENSG00000093072	False
ENSG00000093134	True
ENSG00000093144	True
ENSG00000093167	False
ENSG00000093183	False
ENSG00000093217	False
ENSG00000094631	False
ENSG00000094661	False
ENSG00000094755	True
ENSG00000094796	True
ENSG00000094804	True
ENSG00000094841	True
ENSG00000094880	False
ENSG00000094914	False
ENSG00000094916	False
ENSG00000094963	False
ENSG00000094975	False
ENSG00000095002	False
ENSG00000095015	False
ENSG00000095059	False
ENSG00000095066	True
ENSG00000095110	True
ENSG00000095139	False
ENSG00000095203	True
ENSG00000095209	False
ENSG00000095261	True
ENSG00000095303	False
ENSG00000095319	False
ENSG00000095321	True
ENSG00000095370	False
ENSG00000095380	False
ENSG00000095383	True
ENSG00000095397	True
ENSG00000095464	False
ENSG00000095485	False
ENSG00000095539	False
ENSG00000095564	False
ENSG00000095574	False
ENSG00000095585	False
ENSG00000095587	False
ENSG00000095596	False
ENSG00000095627	True
ENSG00000095637	False
ENSG00000095713	False
ENSG00000095739	True
ENSG00000095752	False
ENSG00000095777	True
ENSG00000095787	False
ENSG00000095794	False
ENSG00000095906	False
ENSG00000095917	False
ENSG00000095932	False
ENSG00000095951	False
ENSG00000095970	True
ENSG00000095981	False
ENSG00000096006	True
ENSG00000096060	True
ENSG00000096063	False
ENSG00000096070	False
ENSG00000096080	False
ENSG00000096088	False
ENSG00000096092	False
ENSG00000096093	False
ENSG00000096264	False
ENSG00000096384	False
ENSG00000096395	False
ENSG00000096401	False
ENSG00000096433	True
ENSG00000096654	False
ENSG00000096696	True
ENSG00000096717	False
ENSG00000096746	False
ENSG00000096872	True
ENSG00000096968	False
ENSG00000096996	False
ENSG00000097007	False
ENSG00000097021	True
ENSG00000097033	False
ENSG00000097046	False
ENSG00000097096	False
ENSG00000099139	False
ENSG00000099194	True
ENSG00000099203	False
ENSG00000099204	True
ENSG00000099219	True
ENSG00000099246	False
ENSG00000099250	True
ENSG00000099256	True
ENSG00000099260	True
ENSG00000099282	True
ENSG00000099284	True
ENSG00000099290	False
ENSG00000099308	False
ENSG00000099326	True
ENSG00000099330	False
ENSG00000099331	False
ENSG00000099337	False
ENSG00000099338	False
ENSG00000099341	False
ENSG00000099364	False
ENSG00000099365	False
ENSG00000099377	True
