CCLE_name	in_metmap125	in_metmap500	depmap_id	name	site_of_origin	corrected_site_of_origin	site_of_origin_detail	corrected_site_of_origin_detail	primary_with_met	primary_met_3category	tissue	cancer_type	cancer_subtype	gender	age	age_bin	ethnicity	inferred_ethnicity
SIMA_AUTONOMIC_GANGLIA	FALSE	TRUE	ACH-000099	SIMA	primary	primary	NA	NA	0	primary	AUTONOMIC_GANGLIA	neuroblastoma		male	2	(0,10]	caucasian	caucasian
CHP212_AUTONOMIC_GANGLIA	TRUE	FALSE	ACH-000120	CHP212	primary	primary	NA	NA	NA	NA	AUTONOMIC_GANGLIA	neuroblastoma		male	1	(0,10]	NA	na
KELLY_AUTONOMIC_GANGLIA	FALSE	TRUE	ACH-000259	KELLY	primary	metastasis	NA	bone marrow	0	metastasis	AUTONOMIC_GANGLIA	neuroblastoma		female	1	(0,10]	NA	caucasian
SKNAS_AUTONOMIC_GANGLIA	FALSE	TRUE	ACH-000260	SKNAS	primary	metastasis	NA	bone marrow	0	metastasis	AUTONOMIC_GANGLIA	neuroblastoma		female	6	(0,10]	caucasian	caucasian
SKNBE2_AUTONOMIC_GANGLIA	FALSE	TRUE	ACH-000312	SKNBE2	metastasis	metastasis	bone_marrow	bone marrow	0	metastasis	AUTONOMIC_GANGLIA	neuroblastoma		male	2	(0,10]	caucasian	caucasian
NB1_AUTONOMIC_GANGLIA	FALSE	TRUE	ACH-000804	NB1	metastasis	metastasis	lymph_node	lymph node	0	metastasis	AUTONOMIC_GANGLIA	neuroblastoma		male	2	(0,10]	NA	asian
JHOC5_OVARY	FALSE	TRUE	ACH-000324	JHOC5	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, clear cell	female	54	(50,60]	asian	asian
OVISE_OVARY	FALSE	TRUE	ACH-000527	OVISE	metastasis	metastasis	bone	bone	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, clear cell	female	40	(30,40]	asian	asian
OVTOKO_OVARY	FALSE	TRUE	ACH-000663	OVTOKO	metastasis	metastasis	spleen	spleen	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, clear cell	female	78	(70,80]	asian	asian
RMGI_OVARY	FALSE	TRUE	ACH-000719	RMGI	primary	metastasis	NA	ascites	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, clear cell	female	34	(30,40]	asian	asian
SKOV3_OVARY	FALSE	TRUE	ACH-000811	SKOV3	metastasis	metastasis	ascites	ascites	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, clear cell	female	64	(60,70]	caucasian	caucasian
TOV21G_OVARY	FALSE	TRUE	ACH-000885	TOV21G	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, clear cell	female	62	(60,70]	caucasian	caucasian
ES2_OVARY	TRUE	TRUE	ACH-000906	ES2	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, clear cell	female	47	(40,50]	african_american	caucasian
TOV112D_OVARY	FALSE	TRUE	ACH-000048	TOV112D	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, endometrioid	female	42	(40,50]	caucasian	caucasian
COV362_OVARY	TRUE	TRUE	ACH-000278	COV362	primary	metastasis	NA	pleural effusion	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, endometrioid	female	NA	NA	NA	caucasian
A2780_OVARY	TRUE	TRUE	ACH-000657	A2780	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, endometrioid	female	NA	NA	NA	african_american
OVK18_OVARY	FALSE	TRUE	ACH-000947	OVK18	primary	metastasis	NA	ascites	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, endometrioid	female	49	(40,50]	NA	asian
ONCODG1_OVARY	TRUE	TRUE	ACH-000013	ONCODG1	metastasis	metastasis	ascites	ascites	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, high grade serous	female	60	(50,60]	caucasian	caucasian
JHOS2_OVARY	FALSE	TRUE	ACH-000132	JHOS2	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, high grade serous	female	45	(40,50]	asian	asian
OVSAHO_OVARY	FALSE	TRUE	ACH-000409	OVSAHO	metastasis	metastasis	abdomen	abdomen	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, high grade serous	female	56	(50,60]	asian	asian
KURAMOCHI_OVARY	TRUE	TRUE	ACH-000524	KURAMOCHI	primary	metastasis	NA	ascites	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, high grade serous	female	NA	NA	asian	asian
HEYA8_OVARY	TRUE	TRUE	ACH-000542	HEYA8	primary	metastasis	NA	ascites	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, high grade serous	female	NA	NA	NA	caucasian
OVCAR8_OVARY	TRUE	TRUE	ACH-000696	OVCAR8	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, high grade serous	female	64	(60,70]	NA	caucasian
CAOV3_OVARY	FALSE	TRUE	ACH-000713	CAOV3	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, high grade serous	female	54	(50,60]	caucasian	caucasian
IGROV1_OVARY	FALSE	TRUE	ACH-000966	IGROV1	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, mixed endometrioid clear cell	female	47	(40,50]	NA	caucasian
OV7_OVARY	FALSE	TRUE	ACH-000688	OV7	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, mixed serous clear cell, poorly differentiated	female	78	(70,80]	NA	caucasian
JHOM1_OVARY	FALSE	TRUE	ACH-000237	JHOM1	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, mucinous	female	88	(80,90]	asian	asian
COV644_OVARY	FALSE	TRUE	ACH-000608	COV644	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	adenocarcinoma, mucinous	female	NA	NA	NA	caucasian
EFO27_OVARY	FALSE	TRUE	ACH-000936	EFO27	metastasis	metastasis	omentum	omentum	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, mucinous papillary	female	36	(30,40]	NA	caucasian
OC316_OVARY	FALSE	TRUE	ACH-001145	OC316	primary	metastasis	NA	ascites	1	primary_with_met	OVARY	ovarian cancer	adenocarcinoma, serous	female	60	(50,60]	NA	caucasian
OV56_OVARY	FALSE	TRUE	ACH-000091	OV56	primary	metastasis	NA	ascites	0	metastasis	OVARY	ovarian cancer	adenocarcinoma, serous, poorly differentiated	female	46	(40,50]	NA	caucasian
SNU840_OVARY	TRUE	TRUE	ACH-000280	SNU840	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	carcinoma, Brenner tumour	female	45	(40,50]	asian	asian
RMUGS_OVARY	TRUE	TRUE	ACH-000701	RMUGS	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	cystadenocarcinoma, mucinous	female	62	(60,70]	NA	asian
MCAS_OVARY	FALSE	TRUE	ACH-000796	MCAS	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	cystadenocarcinoma, mucinous	female	60	(50,60]	asian	asian
OAW42_OVARY	TRUE	TRUE	ACH-000704	OAW42	metastasis	metastasis	ascites	ascites	0	metastasis	OVARY	ovarian cancer	cystadenocarcinoma, serous papillary	female	46	(40,50]	NA	caucasian
OC314_OVARY	FALSE	TRUE	ACH-000962	OC314	metastasis	metastasis	ascites	ascites	0	metastasis	OVARY	ovarian cancer	cystadenocarcinoma, serous papillary	female	39	(30,40]	NA	caucasian
EFO21_OVARY	FALSE	TRUE	ACH-000308	EFO21	metastasis	metastasis	ascites	ascites	0	metastasis	OVARY	ovarian cancer	cystadenocarcinoma, serous, poorly differentiated	female	56	(50,60]	caucasian	caucasian
COV434_OVARY	FALSE	TRUE	ACH-000123	COV434	primary	primary	NA	NA	0	primary	OVARY	ovarian cancer	granulosa cell tumor	female	NA	NA	NA	caucasian
PATU8988S_PANCREAS	FALSE	TRUE	ACH-000022	PATU8988S	metastasis	metastasis	liver	liver	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	64	(60,70]	NA	caucasian
PATU8988T_PANCREAS	FALSE	TRUE	ACH-000023	PATU8988T	metastasis	metastasis	liver	liver	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	64	(60,70]	NA	caucasian
PANC0203_PANCREAS	FALSE	TRUE	ACH-000042	PANC0203	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	70	(60,70]	caucasian	caucasian
PANC1005_PANCREAS	TRUE	TRUE	ACH-000060	PANC1005	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	81	(80,90]	caucasian	caucasian
CAPAN2_PANCREAS	TRUE	TRUE	ACH-000107	CAPAN2	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	56	(50,60]	caucasian	caucasian
HUPT3_PANCREAS	FALSE	TRUE	ACH-000118	HUPT3	metastasis	metastasis	ascites	ascites	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	66	(60,70]	asian	asian
CFPAC1_PANCREAS	FALSE	TRUE	ACH-000138	CFPAC1	metastasis	metastasis	liver	liver	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	26	(20,30]	caucasian	caucasian
PANC0327_PANCREAS	TRUE	TRUE	ACH-000139	PANC0327	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	65	(60,70]	caucasian	caucasian
SW1990_PANCREAS	FALSE	TRUE	ACH-000155	SW1990	primary	primary	NA	NA	1	primary_with_met	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	56	(50,60]	caucasian	caucasian
PANC1_PANCREAS	FALSE	TRUE	ACH-000164	PANC1	primary	primary	NA	NA	1	primary_with_met	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	56	(50,60]	caucasian	caucasian
HS766T_PANCREAS	TRUE	TRUE	ACH-000178	HS766T	primary	metastasis	NA	lymph node	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	46	(40,50]	caucasian	caucasian
PK59_PANCREAS	FALSE	TRUE	ACH-000205	PK59	primary	metastasis	NA	liver	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	66	(60,70]	asian	asian
ASPC1_PANCREAS	TRUE	TRUE	ACH-000222	ASPC1	metastasis	metastasis	ascites	ascites	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	62	(60,70]	caucasian	caucasian
PANC0403_PANCREAS	FALSE	TRUE	ACH-000235	PANC0403	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	70	(60,70]	caucasian	caucasian
DANG_PANCREAS	FALSE	TRUE	ACH-000243	DANG	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	68	(60,70]	caucasian	caucasian
KP4_PANCREAS	TRUE	TRUE	ACH-000265	KP4	metastasis	metastasis	ascites	ascites	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	50	(40,50]	asian	asian
SNU213_PANCREAS	FALSE	TRUE	ACH-000266	SNU213	primary	primary	NA	NA	1	primary_with_met	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	65	(60,70]	asian	asian
HPAC_PANCREAS	FALSE	TRUE	ACH-000270	HPAC	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	64	(60,70]	caucasian	caucasian
KP2_PANCREAS	FALSE	TRUE	ACH-000281	KP2	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	65	(60,70]	asian	asian
PK1_PANCREAS	FALSE	TRUE	ACH-000307	PK1	primary	metastasis	NA	liver	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	NA	NA	asian	asian
PSN1_PANCREAS	FALSE	TRUE	ACH-000320	PSN1	primary	primary	NA	NA	1	primary_with_met	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	NA	NA	asian	asian
YAPC_PANCREAS	TRUE	TRUE	ACH-000332	YAPC	metastasis	metastasis	ascites	ascites	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	43	(40,50]	asian	asian
PANC0813_PANCREAS	FALSE	TRUE	ACH-000417	PANC0813	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	85	(80,90]	caucasian	caucasian
PK45H_PANCREAS	FALSE	TRUE	ACH-000468	PK45H	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	NA	NA	NA	asian	asian
TCCPAN2_PANCREAS	FALSE	TRUE	ACH-000502	TCCPAN2	primary	metastasis	NA	ascites	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	68	(60,70]	asian	asian
SNU410_PANCREAS	FALSE	TRUE	ACH-000517	SNU410	primary	metastasis	NA	liver	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	53	(50,60]	asian	asian
BXPC3_PANCREAS	FALSE	TRUE	ACH-000535	BXPC3	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	61	(60,70]	NA	caucasian
PATU8902_PANCREAS	FALSE	TRUE	ACH-000599	PATU8902	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	female	44	(40,50]	NA	caucasian
MIAPACA2_PANCREAS	TRUE	TRUE	ACH-000601	MIAPACA2	primary	primary	NA	NA	0	primary	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	65	(60,70]	caucasian	caucasian
SUIT2_PANCREAS	FALSE	TRUE	ACH-000652	SUIT2	metastasis	metastasis	liver	liver	0	metastasis	PANCREAS	pancreatic cancer	ductal adenocarcinoma, exocrine	male	73	(70,80]	asian	asian
KP3_PANCREAS	FALSE	TRUE	ACH-000108	KP3	metastasis	metastasis	liver	liver	0	metastasis	PANCREAS	pancreatic cancer	ductal adenosquamous carcinoma, exocrine	male	75	(70,80]	asian	asian
L33_PANCREAS	TRUE	TRUE	ACH-000685	L33	primary	metastasis	NA	lymph node	0	metastasis	PANCREAS	pancreatic cancer	ductal adenosquamous carcinoma, exocrine	female	77	(70,80]	african_american	african_american
QGP1_PANCREAS	FALSE	TRUE	ACH-000347	QGP1	primary	primary	NA	NA	1	primary_with_met	PANCREAS	pancreatic cancer	somatostatinoma, endocrine	male	61	(60,70]	asian	asian
PC3_PROSTATE	FALSE	TRUE	ACH-000090	PC3	metastasis	metastasis	bone	bone	0	metastasis	PROSTATE	prostate cancer	adenocarcinoma	male	62	(60,70]	caucasian	caucasian
22RV1_PROSTATE	TRUE	TRUE	ACH-000956	22RV1	primary	primary	NA	NA	0	primary	PROSTATE	prostate cancer	adenocarcinoma	male	NA	NA	NA	caucasian
LNCAPCLONEFGC_PROSTATE	FALSE	TRUE	ACH-000977	LNCAPCLONEFGC	metastasis	metastasis	lymph_node	lymph node	0	metastasis	PROSTATE	prostate cancer	adenocarcinoma	male	50	(40,50]	caucasian	caucasian
DU145_PROSTATE	TRUE	TRUE	ACH-000979	DU145	metastasis	metastasis	brain	brain	0	metastasis	PROSTATE	prostate cancer	adenocarcinoma	male	69	(60,70]	caucasian	caucasian
HT1080_SOFT_TISSUE	FALSE	TRUE	ACH-000054	HT1080	metastasis	metastasis	acetabulum	acetabulum	0	metastasis	SOFT_TISSUE	sarcoma	fibrosarcoma	male	35	(30,40]	caucasian	caucasian
RKN_SOFT_TISSUE	FALSE	TRUE	ACH-000505	RKN	primary	primary	NA	NA	0	primary	SOFT_TISSUE	sarcoma	leiomyosarcoma, ovarian	female	45	(40,50]	asian	asian
SKUT1_SOFT_TISSUE	FALSE	TRUE	ACH-000939	SKUT1	primary	primary	NA	NA	0	primary	SOFT_TISSUE	sarcoma	leiomyosarcoma, uterine	female	75	(70,80]	caucasian	caucasian
GCT_SOFT_TISSUE	FALSE	TRUE	ACH-000835	GCT	metastasis	metastasis	lung	lung	0	metastasis	SOFT_TISSUE	sarcoma	malignant fibrous histiocytoma, undifferentiated pleomorphic sarcoma	male	29	(20,30]	NA	caucasian
TM87_SOFT_TISSUE	FALSE	TRUE	ACH-000172	TM87	metastasis	metastasis	pleura	pleural effusion	0	metastasis	SOFT_TISSUE	sarcoma	malignant rhabdoid tumor, extrarenal	male	2	(0,10]	caucasian	na
MON_SOFT_TISSUE	FALSE	TRUE	ACH-001128	MON	NA	primary	NA	NA	0	primary	SOFT_TISSUE	sarcoma	malignant rhabdoid tumor, extrarenal	male	1	(0,10]	NA	na
G401_SOFT_TISSUE	TRUE	TRUE	ACH-000096	G401	primary	primary	NA	NA	0	primary	SOFT_TISSUE	sarcoma	malignant rhabdoid tumor, renal	male	0	(0,10]	caucasian	caucasian
G402_SOFT_TISSUE	FALSE	TRUE	ACH-000375	G402	primary	primary	NA	NA	0	primary	SOFT_TISSUE	sarcoma	malignant rhabdoid tumor, renal leiomyoblastoma	female	1	(0,10]	caucasian	caucasian
HS729_SOFT_TISSUE	FALSE	TRUE	ACH-000133	HS729	primary	primary	NA	NA	0	primary	SOFT_TISSUE	sarcoma	rhabdomyosarcoma	male	74	(70,80]	caucasian	caucasian
RH30_SOFT_TISSUE	FALSE	TRUE	ACH-000833	RH30	metastasis	metastasis	bone_marrow	bone marrow	0	metastasis	SOFT_TISSUE	sarcoma	rhabdomyosarcoma, alveolar	male	17	(10,20]	caucasian	caucasian
RD_SOFT_TISSUE	FALSE	TRUE	ACH-000169	RD	primary	primary	NA	NA	0	primary	SOFT_TISSUE	sarcoma	rhabdomyosarcoma, embryonal	female	7	(0,10]	caucasian	caucasian
MESSA_SOFT_TISSUE	TRUE	TRUE	ACH-000449	MESSA	primary	primary	NA	NA	1	primary_with_met	SOFT_TISSUE	sarcoma	sarcoma, uterine	female	56	(50,60]	caucasian	caucasian
S117_SOFT_TISSUE	TRUE	TRUE	ACH-000037	S117	primary	primary	NA	NA	0	primary	SOFT_TISSUE	sarcoma	sarcoma, thyroid gland	female	47	(40,50]	NA	caucasian
CAL62_THYROID	TRUE	TRUE	ACH-000174	CAL62	primary	primary	NA	NA	1	primary_with_met	THYROID	thyroid cancer	carcinoma, anaplastic	female	70	(60,70]	NA	caucasian
BHT101_THYROID	FALSE	TRUE	ACH-000191	BHT101	metastasis	metastasis	lymph_node	lymph node	0	metastasis	THYROID	thyroid cancer	carcinoma, anaplastic	female	63	(60,70]	NA	caucasian
BCPAP_THYROID	FALSE	TRUE	ACH-000456	BCPAP	primary	primary	NA	NA	1	primary_with_met	THYROID	thyroid cancer	carcinoma, anaplastic	female	76	(70,80]	NA	caucasian
8305C_THYROID	FALSE	TRUE	ACH-001306	8305C	primary	primary	NA	NA	0	primary	THYROID	thyroid cancer	carcinoma, anaplastic	female	67	(60,70]	asian	asian
8505C_THYROID	TRUE	TRUE	ACH-001307	8505C	primary	primary	NA	NA	0	primary	THYROID	thyroid cancer	carcinoma, anaplastic	female	78	(70,80]	asian	asian
TT2609C02_THYROID	FALSE	TRUE	ACH-000716	TT2609C02	primary	primary	NA	NA	0	primary	THYROID	thyroid cancer	carcinoma, follicular	male	57	(50,60]	caucasian	caucasian
FTC238_THYROID	FALSE	TRUE	ACH-000897	FTC238	metastasis	metastasis	NA	lung	0	metastasis	THYROID	thyroid cancer	carcinoma, follicular	male	42	(40,50]	NA	caucasian
FTC133_THYROID	FALSE	TRUE	ACH-000903	FTC133	metastasis	metastasis	lymph_node	lymph node	0	metastasis	THYROID	thyroid cancer	carcinoma, follicular	male	42	(40,50]	NA	caucasian
TT_THYROID	FALSE	TRUE	ACH-001321	TT	primary	primary	NA	NA	0	primary	THYROID	thyroid cancer	carcinoma, medullary	female	77	(70,80]	caucasian	caucasian
SW579_THYROID	FALSE	TRUE	ACH-000163	SW579	primary	primary	NA	NA	0	primary	THYROID	thyroid cancer	squamous cell carcinoma	male	59	(50,60]	caucasian	caucasian
